gene	BulkHC1	BulkHC2	BulkHC3	BulkHC4	BulkSOR1	BulkSOR2	BulkSOR3	BulkSOR4
ENSMUSG00000063564	358.35	373.60	191.03	334.32	250.65	211.18	356.74	133.18
ENSMUSG00000063568	742.42	967.72	769.61	982.36	1074.67	755.20	908.92	788.30
ENSMUSG00000063576	2207.00	3127.14	2250.85	3348.46	2896.05	2130.43	2852.83	2288.07
ENSMUSG00000063582	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000063583	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000063586	0.95	1.01	1.03	0.98	0.00	0.98	0.98	0.00
ENSMUSG00000063590	0.00	0.00	0.00	1.14	0.00	3.45	2.04	0.00
ENSMUSG00000063594	27.95	48.64	39.41	62.18	40.70	24.08	32.87	26.89
ENSMUSG00000063600	832.72	1251.52	968.50	1346.46	1444.50	805.90	1025.22	759.58
ENSMUSG00000063605	88.84	71.22	70.51	141.84	132.68	55.02	68.59	71.30
ENSMUSG00000063611	4.79	1.99	3.06	4.99	2.04	2.94	4.96	0.99
ENSMUSG00000063615	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000063623	264.16	335.68	283.65	362.85	504.34	277.87	349.06	290.06
ENSMUSG00000063626	1653.74	1806.22	1101.01	1567.11	1347.24	1123.38	1880.94	973.10
ENSMUSG00000063628	0.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000063632	1816.23	2198.73	1738.73	2306.71	2543.11	2187.11	2209.66	1778.34
ENSMUSG00000063646	4664.48	6067.87	4767.49	6714.41	5808.65	4710.48	5827.77	3580.41
ENSMUSG00000063651	0.00	0.98	0.00	3.02	0.00	0.98	0.00	0.00
ENSMUSG00000063652	35.12	46.75	57.72	64.31	43.37	37.31	20.83	29.79
ENSMUSG00000063656	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000063659	32572.23	49062.07	37651.61	52068.94	45214.78	32806.81	36310.74	29750.90
ENSMUSG00000063660	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000063661	215.33	310.25	280.66	360.75	326.35	231.07	271.34	246.17
ENSMUSG00000063663	1779.33	2114.71	1787.15	2470.66	2852.63	1885.22	2246.50	1491.35
ENSMUSG00000063672	0.00	0.98	1.02	2.02	1.03	1.94	0.00	0.00
ENSMUSG00000063681	61.77	84.22	65.67	81.35	129.90	53.34	64.20	39.52
ENSMUSG00000063683	0.00	0.00	3.51	1.22	2.38	6.08	0.00	0.00
ENSMUSG00000063684	4.12	0.00	0.00	2.58	0.00	0.00	0.00	0.00
ENSMUSG00000063687	336.17	461.89	369.52	533.70	313.29	333.18	392.85	304.36
ENSMUSG00000063689	80.91	81.46	58.62	89.62	61.48	54.90	53.51	48.27
ENSMUSG00000063694	4179.08	5363.65	4458.93	6311.43	5871.56	4220.31	4719.29	3578.68
ENSMUSG00000063696	4.67	6.81	4.16	8.09	2.12	4.94	5.25	1.03
ENSMUSG00000063698	283.83	385.22	342.75	520.04	425.36	288.50	375.34	320.67
ENSMUSG00000063704	86.13	33.67	18.29	56.94	72.62	45.04	32.99	32.00
ENSMUSG00000063713	0.00	0.00	0.00	0.00	0.00	0.00	0.99	0.00
ENSMUSG00000063714	62.35	89.99	66.39	101.72	80.42	60.01	93.68	56.69
ENSMUSG00000063715	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000063727	29.00	29.19	30.25	49.00	39.64	23.32	31.49	29.92
ENSMUSG00000063728	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000063730	691.31	835.05	583.51	1067.75	773.68	717.83	842.63	504.52
ENSMUSG00000063739	15.40	31.30	0.00	17.13	14.13	13.98	17.86	3.03
ENSMUSG00000063751	17.99	23.12	21.73	17.67	30.03	19.43	23.57	11.01
ENSMUSG00000063754	24.92	28.21	30.18	26.92	23.74	23.63	43.13	14.04
ENSMUSG00000063760	1399.91	1820.05	1426.48	2033.57	1824.15	1586.50	2094.86	1358.57
ENSMUSG00000063762	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000063764	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000063765	224.33	246.86	210.92	293.15	194.07	155.45	250.35	161.95
ENSMUSG00000063767	13.61	10.41	20.33	12.54	20.76	10.08	15.82	14.26
ENSMUSG00000063777	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000063779	1.88	0.00	5.24	0.00	0.00	2.90	0.00	0.00
ENSMUSG00000063780	0.00	0.00	0.00	0.00	3.10	0.00	0.00	0.00
ENSMUSG00000063785	1094.49	1470.00	1166.51	1593.45	1577.61	1102.66	1299.06	999.69
ENSMUSG00000063787	1015.18	1434.23	1132.21	1644.80	1422.16	1002.15	1166.25	966.24
ENSMUSG00000063796	323.02	324.27	339.95	507.16	495.58	312.21	367.66	287.46
ENSMUSG00000063800	1390.93	1868.29	1414.21	2001.37	1866.70	1471.79	1555.25	1270.08
ENSMUSG00000063801	1805.20	2466.42	1893.83	2775.79	2405.04	2007.19	2289.81	1901.40
ENSMUSG00000063802	1682.60	2255.78	1843.53	2662.79	2588.34	1734.54	2180.61	1710.42
ENSMUSG00000063804	184.65	233.40	130.80	244.02	243.81	207.90	173.96	109.67
ENSMUSG00000063808	1667.29	2091.97	1657.18	2240.39	1934.16	1459.68	1955.72	1383.65
ENSMUSG00000063810	1850.50	2007.02	1774.08	2410.64	2255.33	1767.39	2097.83	1560.37
ENSMUSG00000063816	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000063820	0.00	0.00	0.93	6.87	3.71	0.00	1.79	0.00
ENSMUSG00000063821	6.79	5.47	14.15	14.81	9.68	10.68	5.02	5.57
ENSMUSG00000063823	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000063827	4.76	0.00	0.00	0.00	1.04	0.00	0.00	0.00
ENSMUSG00000063830	1.87	0.00	1.03	0.00	0.00	0.00	0.00	2.00
ENSMUSG00000063838	32.95	57.01	42.38	64.66	52.30	19.66	24.00	25.98
ENSMUSG00000063842	0.00	0.00	0.00	0.00	0.00	0.00	0.99	0.00
ENSMUSG00000063844	65.04	58.21	67.99	44.54	53.33	74.19	51.10	63.20
ENSMUSG00000063846	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000063849	643.74	732.78	747.34	959.68	836.12	640.82	710.30	515.40
ENSMUSG00000063851	3.35	4.56	2.81	3.57	2.88	1.78	3.44	3.60
ENSMUSG00000063856	1385.01	1835.70	1569.95	2099.59	2026.68	1398.09	1771.87	1399.80
ENSMUSG00000063867	6.10	5.80	8.43	4.49	3.92	2.94	4.98	3.69
ENSMUSG00000063870	14091.47	17586.40	14666.66	19259.18	15381.72	14268.87	15866.39	11534.39
ENSMUSG00000063873	4807.93	6404.56	4940.03	7236.23	6124.92	5252.40	6011.87	4422.14
ENSMUSG00000063875	2.27	4.22	5.29	10.09	3.25	0.00	4.66	5.06
ENSMUSG00000063881	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000063882	6449.88	9036.08	6934.23	9766.20	10350.97	6572.61	7688.86	6466.25
ENSMUSG00000063884	3005.29	3772.24	2792.24	4373.08	3818.75	2632.04	3179.44	2702.61
ENSMUSG00000063885	5.41	3.91	0.00	9.19	9.83	3.64	0.00	2.25
ENSMUSG00000063887	9664.92	13342.74	10107.31	14699.38	12448.49	9858.81	11671.47	8326.40
ENSMUSG00000063888	1549.93	1945.06	1559.82	2195.85	2379.67	1818.33	1799.92	1570.29
ENSMUSG00000063889	498.98	675.32	520.02	614.03	960.16	637.26	678.23	490.74
ENSMUSG00000063894	2087.11	2730.89	2125.50	2980.39	2658.14	2264.67	2384.43	1958.99
ENSMUSG00000063895	6.92	9.77	1.66	17.83	7.98	0.00	12.04	5.53
ENSMUSG00000063897	251.98	280.23	254.91	347.51	400.04	228.90	290.47	227.12
ENSMUSG00000063900	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000063902	1.39	6.16	1.47	2.80	0.00	1.49	9.00	2.91
ENSMUSG00000063903	0.96	2.15	0.00	0.00	0.88	3.90	2.10	1.05
ENSMUSG00000063904	1256.44	1659.74	1172.43	1881.29	1519.32	1121.62	1310.07	1122.31
ENSMUSG00000063905	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000063911	1.91	4.04	2.04	3.92	0.00	0.98	2.99	3.95
ENSMUSG00000063919	663.68	733.02	640.28	949.07	741.66	733.01	964.50	542.10
ENSMUSG00000063929	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000063931	1491.87	1448.67	1388.76	1905.18	1948.47	1157.99	1571.75	1216.56
ENSMUSG00000063932	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000063935	11.39	6.91	4.96	15.77	1.85	6.37	2.48	1.87
ENSMUSG00000063952	635.65	919.38	563.33	776.96	769.47	546.39	710.70	505.98
ENSMUSG00000063953	70.99	85.31	51.46	74.18	89.62	72.17	66.92	33.69
ENSMUSG00000063954	2412.80	3326.44	2265.20	3418.27	3262.27	2314.90	2643.24	1871.83
ENSMUSG00000063971	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000063972	429.00	547.99	478.19	571.45	631.05	487.25	727.95	620.35
ENSMUSG00000063975	37.25	8.91	5.47	21.28	75.40	10.54	16.46	2.09
ENSMUSG00000063994	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000063998	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064006	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064010	8.83	8.69	5.45	6.01	15.78	7.79	10.15	3.52
ENSMUSG00000064016	0.00	0.00	0.00	2.95	2.07	0.00	0.98	1.00
ENSMUSG00000064023	602.53	861.73	614.39	988.11	918.74	555.53	614.43	653.85
ENSMUSG00000064030	578.40	797.61	608.45	878.86	719.95	626.05	643.75	528.08
ENSMUSG00000064032	64.40	64.97	93.96	98.77	111.04	89.43	69.34	63.47
ENSMUSG00000064036	344.54	505.30	371.88	560.33	591.51	394.96	423.14	374.20
ENSMUSG00000064037	1048.38	1405.56	1411.73	1803.75	1614.06	1267.87	1180.83	1056.84
ENSMUSG00000064039	0.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064043	695.15	961.37	756.39	1140.09	799.92	753.76	998.06	615.37
ENSMUSG00000064044	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064052	11.51	12.06	6.20	14.62	9.31	7.81	1.97	8.90
ENSMUSG00000064057	2.03	2.16	3.32	3.23	7.87	8.40	4.28	1.63
ENSMUSG00000064061	7565.45	9599.60	7700.57	10535.03	9305.26	6965.08	7993.19	6233.82
ENSMUSG00000064063	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064065	2713.80	3909.68	2727.27	3619.68	3339.19	2754.94	3846.16	2530.21
ENSMUSG00000064068	1070.05	1698.47	1199.91	1923.73	1614.42	1143.66	1555.27	1100.21
ENSMUSG00000064080	295.22	266.90	285.05	264.25	402.08	197.75	263.98	223.52
ENSMUSG00000064081	0.00	0.00	0.00	0.00	1.03	0.00	0.00	0.00
ENSMUSG00000064084	22.75	41.79	25.64	30.93	35.71	32.41	58.83	33.74
ENSMUSG00000064090	91.59	178.94	164.80	212.79	199.15	129.79	118.73	145.61
ENSMUSG00000064105	1214.67	1530.21	1238.28	1741.71	1646.56	1252.88	1490.29	1062.02
ENSMUSG00000064109	2.55	1.87	3.51	8.56	1.38	0.00	0.78	0.00
ENSMUSG00000064110	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064115	17687.16	24517.70	19042.29	26515.25	22004.21	19011.15	21517.55	16997.44
ENSMUSG00000064120	251.47	291.65	267.65	413.56	364.39	308.97	304.11	250.31
ENSMUSG00000064121	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064125	201.49	323.49	288.78	339.75	241.29	219.29	335.49	169.84
ENSMUSG00000064127	3398.79	4750.80	3454.17	5283.40	4439.84	3995.62	4259.14	3234.65
ENSMUSG00000064128	200.28	195.35	137.16	297.56	379.49	128.84	131.54	160.41
ENSMUSG00000064129	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064137	30.17	29.12	23.73	33.09	28.11	34.60	38.86	28.60
ENSMUSG00000064138	1756.21	2295.94	1777.53	2474.93	2099.48	1670.20	2043.29	1352.74
ENSMUSG00000064140	0.00	1.73	1.24	6.75	3.56	0.00	1.69	5.98
ENSMUSG00000064141	48.74	70.53	56.92	71.96	53.12	62.47	51.79	55.11
ENSMUSG00000064145	2715.74	3316.71	2589.99	3525.76	3685.07	2617.91	2988.28	2379.37
ENSMUSG00000064147	4.92	5.94	8.31	6.53	0.77	1.29	4.10	5.80
ENSMUSG00000064156	0.00	0.00	0.00	0.00	0.00	0.00	0.99	0.00
ENSMUSG00000064158	0.91	3.70	1.95	3.26	6.04	0.00	1.92	1.91
ENSMUSG00000064165	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064177	23.44	23.82	27.04	40.26	17.85	18.00	43.03	41.74
ENSMUSG00000064179	64.32	98.12	63.80	97.39	89.03	73.74	75.81	77.99
ENSMUSG00000064181	2248.81	3386.17	2597.51	3770.44	3743.32	2570.90	2937.76	2229.00
ENSMUSG00000064193	0.00	0.00	0.00	2.64	0.00	0.00	2.40	0.00
ENSMUSG00000064194	3.58	5.33	2.38	10.69	4.69	16.18	23.01	3.75
ENSMUSG00000064201	178.15	290.21	176.82	328.52	193.92	195.30	185.49	154.29
ENSMUSG00000064202	202.88	227.08	176.80	335.78	292.11	196.24	263.44	142.66
ENSMUSG00000064208	13.74	0.00	0.00	0.00	20.26	0.00	0.00	7.99
ENSMUSG00000064210	1013.30	1776.51	1172.24	2384.27	1954.33	1266.49	1359.90	1014.18
ENSMUSG00000064213	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064215	674.65	922.66	629.70	876.97	1458.64	640.84	701.29	578.78
ENSMUSG00000064220	385.54	314.39	536.23	405.56	410.87	282.20	428.93	361.81
ENSMUSG00000064223	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064224	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064225	4735.22	6356.98	5269.03	6785.18	5977.16	5242.81	5844.33	4579.09
ENSMUSG00000064231	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064232	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064246	391.70	364.67	372.31	663.07	521.78	380.62	393.80	255.26
ENSMUSG00000064247	356.61	474.70	423.24	479.60	334.85	225.62	419.90	231.10
ENSMUSG00000064252	1.66	0.00	1.93	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064254	332.67	364.97	295.80	439.32	447.60	325.22	377.31	336.63
ENSMUSG00000064259	6.77	6.02	7.36	12.68	11.42	1.97	5.84	1.93
ENSMUSG00000064262	188.72	211.00	182.30	247.31	225.68	191.13	241.76	128.57
ENSMUSG00000064263	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064264	606.83	832.09	657.83	1004.97	977.67	627.02	791.53	620.52
ENSMUSG00000064267	104.29	242.03	127.58	161.39	139.34	90.02	113.90	86.32
ENSMUSG00000064272	22.57	7.94	12.19	14.88	9.72	5.81	10.00	6.83
ENSMUSG00000064280	151.86	159.16	96.05	137.09	180.91	84.74	143.43	78.31
ENSMUSG00000064281	0.00	1.08	0.00	2.20	0.00	1.03	0.00	0.00
ENSMUSG00000064284	179.97	345.00	207.72	343.61	326.22	192.90	208.40	177.19
ENSMUSG00000064288	596.21	625.90	487.11	748.94	683.97	477.72	521.50	463.75
ENSMUSG00000064289	1969.76	2478.94	1857.62	2897.62	2884.89	2048.22	2232.39	1774.91
ENSMUSG00000064293	1353.15	1734.44	1290.46	2020.59	1472.92	1165.81	1607.41	1065.60
ENSMUSG00000064294	204.68	107.76	114.21	238.64	194.11	153.09	136.41	123.63
ENSMUSG00000064299	5.39	1.46	2.38	1.12	5.88	2.13	1.12	2.29
ENSMUSG00000064302	6191.53	8228.89	6713.93	8461.64	7627.67	6251.21	7956.16	5661.74
ENSMUSG00000064307	77.49	90.25	78.36	76.39	113.03	58.14	78.98	69.62
ENSMUSG00000064308	0.94	2.04	1.06	0.92	3.17	0.00	5.02	0.00
ENSMUSG00000064310	28.34	26.18	17.74	30.40	36.27	27.21	31.43	31.63
ENSMUSG00000064317	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064325	793.48	1226.09	901.89	1145.98	1002.91	817.57	811.79	724.51
ENSMUSG00000064326	266.00	352.00	294.37	283.40	376.20	264.32	229.11	205.12
ENSMUSG00000064329	10887.02	14370.36	10666.79	15820.53	13960.50	11068.99	12921.16	9623.52
ENSMUSG00000064330	100.72	13.88	88.35	47.19	72.71	16.16	40.92	29.58
ENSMUSG00000064333	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064336	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064337	93580.63	148205.63	105601.41	161686.01	129850.57	99666.43	121813.45	91495.91
ENSMUSG00000064338	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064339	1122779.39	1746923.54	1282578.51	1929539.43	1576132.20	1167324.38	1475029.71	1204106.61
ENSMUSG00000064340	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064341	148476.33	210909.53	160125.56	239837.77	213278.44	146664.72	168969.47	138022.72
ENSMUSG00000064342	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064343	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064344	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064345	36758.17	52482.53	40947.60	61007.97	55198.72	41156.27	44491.39	37541.13
ENSMUSG00000064346	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064347	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064348	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064349	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064350	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064351	740595.29	1066742.35	836316.37	1229096.13	1105609.14	782916.61	896290.38	798753.70
ENSMUSG00000064352	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064353	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064354	163796.92	245306.38	192367.29	274785.87	237953.02	186866.55	204204.72	174802.12
ENSMUSG00000064355	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064356	14219.04	20181.31	14868.09	22708.23	19617.08	14724.80	17114.63	13339.34
ENSMUSG00000064357	84046.45	123130.75	93372.22	141044.22	123059.24	90285.00	100337.46	90261.78
ENSMUSG00000064358	120770.07	164018.83	142047.05	201993.59	175478.64	138622.46	157463.38	118826.52
ENSMUSG00000064359	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064360	2901.33	3930.72	2911.73	4914.51	4517.24	2674.63	3085.95	2440.60
ENSMUSG00000064361	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064363	48876.44	70579.34	56049.41	84123.51	71919.31	59097.49	60519.16	52202.89
ENSMUSG00000064364	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064365	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064366	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064367	28890.64	40649.59	31917.42	45554.14	38345.71	34194.91	33390.66	27149.84
ENSMUSG00000064368	4186.93	5671.72	4394.36	6847.45	4866.41	4692.27	4960.42	3934.12
ENSMUSG00000064369	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064370	111104.60	160803.32	127414.74	190777.47	156005.79	125995.80	139102.74	121725.48
ENSMUSG00000064371	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064372	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064373	8628.36	11108.09	9274.13	12687.49	13098.22	8926.54	9571.69	8050.77
ENSMUSG00000064377	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064380	156.35	255.16	170.26	248.40	256.63	166.73	233.77	215.69
ENSMUSG00000064382	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064386	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064387	18.28	68.80	51.08	86.44	76.73	39.94	44.77	49.28
ENSMUSG00000064389	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064390	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064391	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064392	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064393	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064394	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064395	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064397	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064398	1.91	0.00	0.00	0.00	0.00	0.98	0.99	0.00
ENSMUSG00000064399	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064400	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064403	1.01	1.05	2.14	3.11	3.25	1.71	2.08	2.60
ENSMUSG00000064405	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064407	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064408	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064409	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064410	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064412	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064413	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064414	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064416	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064417	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064419	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064422	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064424	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064427	0.96	2.00	1.02	0.00	5.16	0.00	0.99	0.00
ENSMUSG00000064428	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064429	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064432	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064433	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064435	0.00	0.00	0.00	0.00	0.00	0.98	3.97	0.00
ENSMUSG00000064436	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064437	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064440	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064441	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064442	0.96	0.00	0.00	0.99	0.00	0.00	0.00	0.99
ENSMUSG00000064443	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064444	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064446	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064450	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064451	10.11	21.95	8.53	23.00	18.98	12.55	26.46	9.24
ENSMUSG00000064452	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064453	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064455	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064460	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064463	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064464	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064467	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064468	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064471	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064472	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064476	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064477	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064481	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064485	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064486	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064487	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064489	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064490	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064491	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064492	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064493	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064494	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064495	0.00	0.00	0.00	2.54	0.00	1.26	0.64	0.00
ENSMUSG00000064496	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064497	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064500	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064507	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064508	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064510	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064511	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000064512	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
